DayOfWeek,Month,Year,store_id,product_id,customer_id,status,campaign_id,payment_method,sale_amount_sum,sale_amount_mean,discount_percentage_mean,discount_percentage_max,discount_percentage_min,points_mean,transaction_ids
Tuesday,4.0,2022.0,404,2089,1138,Gold,1,Cash,744.34,744.34,10.52,10.52,10.52,6761.0,[1214]
Tuesday,4.0,2022.0,404,2098,1138,Gold,1,Credit Card,817.07,817.07,28.77,28.77,28.77,6761.0,[1515]
Tuesday,4.0,2023.0,401,2009,1197,Silver,0,Mobile Payment,265.24,265.24,25.4,25.4,25.4,1800.0,[653]
Tuesday,4.0,2023.0,401,2050,1197,Silver,0,Gift Card,560.34,560.34,23.88,23.88,23.88,1800.0,[1158]
Tuesday,4.0,2023.0,401,2072,1197,Silver,1,Cash,1513.08,1513.08,10.41,10.41,10.41,1800.0,[752]
Tuesday,4.0,2023.0,402,2018,1197,Silver,2,Credit Card,867.62,867.62,21.05,21.05,21.05,1800.0,[1312]
Tuesday,4.0,2023.0,402,2056,1197,Silver,0,Gift Card,1049.44,1049.44,8.37,8.37,8.37,1800.0,[1195]
Tuesday,4.0,2023.0,402,2080,1197,Silver,2,Gift Card,1331.62,1331.62,5.61,5.61,5.61,1800.0,[1566]
Tuesday,4.0,2023.0,402,2086,1197,Silver,1,Mobile Payment,2414.07,2414.07,26.83,26.83,26.83,1800.0,[1496]
Tuesday,4.0,2023.0,403,2040,1197,Silver,3,Gift Card,138.16,138.16,6.08,6.08,6.08,1800.0,[1793]
Tuesday,4.0,2023.0,403,2074,1197,Silver,1,Gift Card,593.55,593.55,15.05,15.05,15.05,1800.0,[283]
Tuesday,4.0,2023.0,403,2079,1197,Silver,1,Cash,855.49,855.49,23.35,23.35,23.35,1800.0,[519]
Tuesday,4.0,2023.0,404,2021,1197,Silver,0,Mobile Payment,1670.82,1670.82,28.86,28.86,28.86,1800.0,[1957]
Tuesday,4.0,2023.0,404,2057,1197,Silver,1,Gift Card,1179.85,1179.85,19.94,19.94,19.94,1800.0,[935]
Tuesday,4.0,2023.0,404,2058,1197,Silver,0,Mobile Payment,666.75,666.75,24.91,24.91,24.91,1800.0,[1828]
Tuesday,4.0,2024.0,401,2095,1014,Bronze,3,Credit Card,0.0,0.0,29.09,29.09,29.09,254.0,[1873]
Tuesday,4.0,2024.0,402,2029,1014,Bronze,0,Cash,13.51,13.51,11.5,11.5,11.5,254.0,[739]
Tuesday,4.0,2024.0,403,2021,1014,Bronze,1,Cash,1503.74,1503.74,29.96,29.96,29.96,254.0,[1050]
Tuesday,5.0,2022.0,402,2059,1084,Gold,0,Cash,0.0,0.0,11.45,11.45,11.45,5493.0,[965]
Tuesday,5.0,2022.0,403,2003,1084,Gold,0,Mobile Payment,0.0,0.0,14.43,14.43,14.43,5493.0,[1865]
Tuesday,5.0,2022.0,403,2046,1084,Gold,1,Mobile Payment,0.0,0.0,29.42,29.42,29.42,5493.0,[972]
Tuesday,5.0,2022.0,403,2047,1084,Gold,2,Gift Card,803.95,803.95,24.57,24.57,24.57,5493.0,[848]
Tuesday,5.0,2022.0,403,2056,1084,Gold,3,Credit Card,1574.16,1574.16,28.09,28.09,28.09,5493.0,[539]
Tuesday,5.0,2022.0,404,2052,1084,Gold,2,Gift Card,2925.04,2925.04,21.03,21.03,21.03,5493.0,[75]
Tuesday,5.0,2022.0,404,2071,1084,Gold,2,Mobile Payment,492.13,492.13,5.87,5.87,5.87,5493.0,[925]
Tuesday,5.0,2022.0,404,2071,1084,Gold,3,Mobile Payment,0.0,0.0,17.63,17.63,17.63,5493.0,[569]
Tuesday,5.0,2022.0,404,2086,1084,Gold,2,Credit Card,2861.12,2861.12,19.96,19.96,19.96,5493.0,[106]
Tuesday,5.0,2023.0,401,2022,1106,Silver,3,Gift Card,671.18,671.18,7.47,7.47,7.47,2786.0,[405]
Tuesday,5.0,2023.0,401,2042,1106,Silver,3,Gift Card,1173.27,1173.27,11.39,11.39,11.39,2786.0,[1045]
Tuesday,5.0,2023.0,401,2057,1091,Silver,1,Cash,786.56,786.56,26.89,26.89,26.89,2235.0,[953]
Tuesday,5.0,2023.0,401,2058,1106,Silver,0,Mobile Payment,1333.5,1333.5,19.75,19.75,19.75,2786.0,[1688]
Tuesday,5.0,2023.0,401,2098,1106,Silver,1,Mobile Payment,1634.15,1634.15,7.44,7.44,7.44,2786.0,[1948]
Tuesday,5.0,2023.0,401,2099,1091,Silver,2,Cash,1034.11,1034.11,17.56,17.56,17.56,2235.0,[292]
Tuesday,5.0,2023.0,402,2016,1091,Silver,0,Credit Card,1292.08,1292.08,18.81,18.81,18.81,2235.0,[1008]
Tuesday,5.0,2023.0,402,2030,1106,Silver,3,Credit Card,1019.82,1019.82,21.68,21.68,21.68,2786.0,[1307]
Tuesday,5.0,2023.0,402,2034,1106,Silver,0,Credit Card,136.17,136.17,19.47,19.47,19.47,2786.0,[199]
Tuesday,5.0,2023.0,402,2082,1091,Silver,0,Mobile Payment,0.0,0.0,8.16,8.16,8.16,2235.0,[1208]
Tuesday,5.0,2023.0,402,2092,1091,Silver,2,Cash,385.77,385.77,14.53,14.53,14.53,2235.0,[1212]
Tuesday,5.0,2023.0,402,2096,1091,Silver,1,Cash,1209.92,1209.92,26.19,26.19,26.19,2235.0,[870]
Tuesday,5.0,2023.0,403,2011,1091,Silver,0,Mobile Payment,819.48,819.48,7.61,7.61,7.61,2235.0,[1646]
Tuesday,5.0,2023.0,403,2056,1091,Silver,0,Mobile Payment,1049.44,1049.44,29.63,29.63,29.63,2235.0,[897]
Tuesday,5.0,2023.0,403,2061,1106,Silver,3,Gift Card,599.76,599.76,24.32,24.32,24.32,2786.0,[1999]
Tuesday,5.0,2023.0,403,2063,1106,Silver,0,Mobile Payment,0.0,0.0,24.15,24.15,24.15,2786.0,[1917]
Tuesday,5.0,2023.0,403,2090,1106,Silver,2,Cash,114.62,114.62,2.5,2.5,2.5,2786.0,[1897]
Tuesday,5.0,2023.0,404,2010,1091,Silver,1,Credit Card,210.17,210.17,28.77,28.77,28.77,2235.0,[1320]
Tuesday,5.0,2023.0,404,2047,1091,Silver,1,Gift Card,0.0,0.0,26.0,26.0,26.0,2235.0,[113]
Tuesday,5.0,2023.0,404,2060,1091,Silver,3,Mobile Payment,1225.14,1225.14,0.01,0.01,0.01,2235.0,[1727]
Tuesday,5.0,2023.0,404,2069,1106,Silver,0,Mobile Payment,464.78,464.78,11.6,11.6,11.6,2786.0,[970]
Tuesday,5.0,2023.0,404,2088,1106,Silver,1,Gift Card,1276.83,1276.83,0.47,0.47,0.47,2786.0,[1558]
Tuesday,5.0,2023.0,404,2090,1091,Silver,2,Mobile Payment,171.94,171.94,27.2,27.2,27.2,2235.0,[885]
Tuesday,5.0,2023.0,404,2090,1091,Silver,3,Cash,214.92,214.92,9.85,9.85,9.85,2235.0,[1859]
Tuesday,8.0,2022.0,401,2079,1072,Gold,1,Cash,855.49,855.49,18.77,18.77,18.77,4917.0,[1009]
Tuesday,8.0,2022.0,402,2003,1072,Gold,3,Gift Card,0.0,0.0,15.97,15.97,15.97,4917.0,[1447]
Tuesday,8.0,2022.0,402,2032,1072,Gold,2,Cash,1512.96,1512.96,10.71,10.71,10.71,4917.0,[239]
Tuesday,8.0,2022.0,402,2034,1072,Gold,3,Gift Card,0.0,0.0,19.82,19.82,19.82,4917.0,[1185]
Tuesday,8.0,2022.0,404,2058,1072,Gold,1,Mobile Payment,1200.15,1200.15,12.3,12.3,12.3,4917.0,[408]
Tuesday,8.0,2022.0,404,2097,1072,Gold,3,Credit Card,842.1,842.1,6.64,6.64,6.64,4917.0,[994]
Tuesday,8.0,2023.0,401,2031,1195,Silver,3,Gift Card,1695.9,1695.9,15.33,15.33,15.33,2498.0,[427]
Tuesday,8.0,2023.0,401,2069,1195,Silver,3,Cash,697.17,697.17,4.15,4.15,4.15,2498.0,[1116]
Tuesday,8.0,2023.0,402,2026,1195,Silver,2,Gift Card,507.74,507.74,22.12,22.12,22.12,2498.0,[55]
Tuesday,8.0,2023.0,402,2035,1195,Silver,3,Mobile Payment,0.0,0.0,0.39,0.39,0.39,2498.0,[187]
Tuesday,8.0,2023.0,403,2046,1195,Silver,0,Cash,100.29,100.29,13.43,13.43,13.43,2498.0,[1714]
Tuesday,8.0,2023.0,403,2051,1195,Silver,0,Gift Card,117.32,117.32,7.43,7.43,7.43,2498.0,[360]
Tuesday,8.0,2023.0,403,2065,1195,Silver,3,Mobile Payment,1411.02,1411.02,27.83,27.83,27.83,2498.0,[1119]
Tuesday,8.0,2023.0,403,2080,1195,Silver,3,Mobile Payment,3329.04,3329.04,27.34,27.34,27.34,2498.0,[1750]
Tuesday,8.0,2023.0,404,2004,1195,Silver,0,Gift Card,2781.75,2781.75,20.04,20.04,20.04,2498.0,[1738]
Tuesday,8.0,2023.0,404,2020,1195,Silver,3,Mobile Payment,1879.15,1879.15,6.01,6.01,6.01,2498.0,[353]
Tuesday,8.0,2023.0,404,2062,1195,Silver,3,Gift Card,3096.8,3096.8,2.06,2.06,2.06,2498.0,[484]
Tuesday,9.0,2021.0,401,2028,1186,Gold,0,Credit Card,2551.76,2551.76,26.19,26.19,26.19,4241.0,[445]
Tuesday,9.0,2021.0,401,2054,1186,Gold,3,Gift Card,0.0,0.0,3.17,3.17,3.17,4241.0,[297]
Tuesday,9.0,2021.0,402,2001,1186,Gold,0,Mobile Payment,824.7,824.7,28.82,28.82,28.82,4241.0,[1186]
Tuesday,9.0,2021.0,402,2016,1186,Gold,0,Mobile Payment,646.04,646.04,13.26,13.26,13.26,4241.0,[872]
Tuesday,9.0,2021.0,403,2018,1186,Gold,2,Gift Card,1301.42,1301.42,10.47,10.47,10.47,4241.0,[562]
Tuesday,9.0,2022.0,401,2001,1132,Gold,0,Gift Card,2061.75,2061.75,7.67,7.67,7.67,6286.0,[1093]
Tuesday,9.0,2022.0,401,2010,1132,Gold,1,Gift Card,0.0,0.0,3.07,3.07,3.07,6286.0,[1466]
Tuesday,9.0,2022.0,401,2036,1132,Gold,2,Mobile Payment,348.77,348.77,5.6,5.6,5.6,6286.0,[334]
Tuesday,9.0,2022.0,401,2049,1132,Gold,2,Gift Card,1503.74,1503.74,17.7,17.7,17.7,6286.0,[314]
Tuesday,9.0,2022.0,401,2051,1132,Gold,2,Credit Card,281.57,281.57,7.52,7.52,7.52,6286.0,[1051]
Tuesday,9.0,2022.0,401,2066,1132,Gold,3,Gift Card,1548.18,1548.18,13.13,13.13,13.13,6286.0,[909]
Tuesday,9.0,2022.0,403,2017,1132,Gold,0,Gift Card,0.0,0.0,26.54,26.54,26.54,6286.0,[1250]
Tuesday,9.0,2022.0,403,2019,1132,Gold,1,Mobile Payment,1681.07,1681.07,23.59,23.59,23.59,6286.0,[332]
Tuesday,9.0,2022.0,403,2051,1132,Gold,2,Mobile Payment,187.71,187.71,3.3,3.3,3.3,6286.0,[1039]
Tuesday,9.0,2022.0,404,2032,1132,Gold,1,Gift Card,851.04,851.04,1.73,1.73,1.73,6286.0,[1038]
Tuesday,9.0,2022.0,404,2040,1132,Gold,1,Cash,124.34,124.34,29.15,29.15,29.15,6286.0,[1852]
Tuesday,9.0,2022.0,404,2083,1132,Gold,2,Cash,614.53,614.53,4.37,4.37,4.37,6286.0,[71]
Tuesday,9.0,2023.0,401,2013,1169,Silver,0,Mobile Payment,935.36,935.36,14.72,14.72,14.72,2662.0,[876]
Tuesday,9.0,2023.0,401,2047,1169,Silver,2,Credit Card,535.97,535.97,0.7,0.7,0.7,2662.0,[17]
Tuesday,9.0,2023.0,401,2049,1004,Silver,0,Gift Card,939.84,939.84,18.89,18.89,18.89,1151.0,[990]
Tuesday,9.0,2023.0,401,2051,1169,Silver,3,Credit Card,117.32,117.32,25.2,25.2,25.2,2662.0,[76]
Tuesday,9.0,2023.0,401,2058,1004,Silver,2,Mobile Payment,1066.8,1066.8,17.86,17.86,17.86,1151.0,[209]
Tuesday,9.0,2023.0,401,2062,1004,Silver,0,Cash,2477.44,2477.44,16.13,16.13,16.13,1151.0,[1556]
Tuesday,9.0,2023.0,401,2064,1004,Silver,3,Cash,882.12,882.12,19.63,19.63,19.63,1151.0,[1021]
Tuesday,9.0,2023.0,401,2085,1169,Silver,3,Mobile Payment,1210.75,1210.75,7.86,7.86,7.86,2662.0,[1432]
Tuesday,9.0,2023.0,402,2010,1169,Silver,1,Mobile Payment,140.11,140.11,10.7,10.7,10.7,2662.0,[56]
Tuesday,9.0,2023.0,402,2016,1169,Silver,2,Credit Card,775.25,775.25,19.01,19.01,19.01,2662.0,[697]
Tuesday,9.0,2023.0,402,2056,1169,Silver,1,Mobile Payment,944.5,944.5,9.99,9.99,9.99,2662.0,[1483]
Tuesday,9.0,2023.0,402,2063,1004,Silver,0,Gift Card,552.46,552.46,0.2,0.2,0.2,1151.0,[1519]
Tuesday,9.0,2023.0,402,2080,1004,Silver,3,Cash,3329.04,3329.04,25.79,25.79,25.79,1151.0,[1772]
Tuesday,9.0,2023.0,402,2093,1169,Silver,3,Credit Card,755.94,755.94,22.37,22.37,22.37,2662.0,[910]
Tuesday,9.0,2023.0,403,2011,1004,Silver,1,Gift Card,737.53,737.53,25.21,25.21,25.21,1151.0,[31]
Tuesday,9.0,2023.0,403,2022,1004,Silver,0,Cash,671.18,671.18,20.71,20.71,20.71,1151.0,[162]
Tuesday,9.0,2023.0,403,2024,1169,Silver,3,Gift Card,621.35,621.35,6.52,6.52,6.52,2662.0,[1531]
Tuesday,9.0,2023.0,403,2036,1169,Silver,1,Credit Card,392.36,392.36,18.86,18.86,18.86,2662.0,[772]
Tuesday,9.0,2023.0,403,2056,1004,Silver,3,Credit Card,2098.88,2098.88,13.78,13.78,13.78,1151.0,[380]
Tuesday,9.0,2023.0,403,2067,1004,Silver,2,Cash,465.52,465.52,10.68,10.68,10.68,1151.0,[494]
Tuesday,9.0,2023.0,403,2074,1169,Silver,3,Cash,0.0,0.0,0.09,0.09,0.09,2662.0,[33]
Tuesday,9.0,2023.0,403,2079,1004,Silver,1,Credit Card,0.0,0.0,19.23,19.23,19.23,1151.0,[1220]
Tuesday,9.0,2023.0,404,2000,1004,Silver,0,Gift Card,2907.93,2907.93,15.59,15.59,15.59,1151.0,[493]
Tuesday,9.0,2023.0,404,2019,1169,Silver,2,Credit Card,747.14,747.14,24.33,24.33,24.33,2662.0,[1439]
Tuesday,9.0,2023.0,404,2025,1004,Silver,1,Credit Card,0.0,0.0,14.11,14.11,14.11,1151.0,[1058]
Tuesday,9.0,2023.0,404,2033,1004,Silver,2,Credit Card,0.0,0.0,12.52,12.52,12.52,1151.0,[480]
Tuesday,9.0,2023.0,404,2054,1169,Silver,3,Cash,900.51,900.51,4.73,4.73,4.73,2662.0,[198]
Tuesday,9.0,2023.0,404,2061,1169,Silver,2,Gift Card,319.87,319.87,14.31,14.31,14.31,2662.0,[384]
Tuesday,9.0,2023.0,404,2064,1004,Silver,1,Credit Card,1323.18,1323.18,25.01,25.01,25.01,1151.0,[495]
Tuesday,9.0,2023.0,404,2096,1169,Silver,3,Cash,672.18,672.18,29.2,29.2,29.2,2662.0,[1735]
Tuesday,9.0,2023.0,404,2099,1004,Silver,3,Gift Card,0.0,0.0,24.67,24.67,24.67,1151.0,[1696]
Tuesday,10.0,2020.0,401,2028,1130,Platinum,1,Cash,574.15,574.15,20.74,20.74,20.74,7658.0,[322]
Tuesday,10.0,2020.0,401,2046,1130,Platinum,2,Credit Card,106.98,106.98,25.4,25.4,25.4,7658.0,[245]
Tuesday,10.0,2020.0,401,2057,1130,Platinum,3,Credit Card,1747.92,1747.92,15.92,15.92,15.92,7658.0,[433]
Tuesday,10.0,2020.0,401,2081,1130,Platinum,1,Gift Card,1343.2,1343.2,4.39,4.39,4.39,7658.0,[217]
Tuesday,10.0,2020.0,402,2035,1130,Platinum,3,Mobile Payment,899.99,899.99,23.55,23.55,23.55,7658.0,[1728]
Tuesday,10.0,2020.0,402,2095,1130,Platinum,3,Gift Card,1963.16,1963.16,17.57,17.57,17.57,7658.0,[558]
Tuesday,10.0,2020.0,403,2089,1130,Platinum,0,Cash,413.52,413.52,17.95,17.95,17.95,7658.0,[955]
Tuesday,10.0,2020.0,404,2049,1130,Platinum,1,Mobile Payment,845.86,845.86,16.56,16.56,16.56,7658.0,[584]
Tuesday,10.0,2023.0,401,2083,1191,Silver,3,Mobile Payment,768.16,768.16,4.0,4.0,4.0,2094.0,[1262]
Tuesday,10.0,2023.0,402,2055,1191,Silver,1,Credit Card,48.55,48.55,13.26,13.26,13.26,2094.0,[206]
Tuesday,10.0,2023.0,402,2067,1191,Silver,3,Gift Card,872.85,872.85,16.84,16.84,16.84,2094.0,[193]
Tuesday,10.0,2023.0,402,2087,1191,Silver,0,Credit Card,477.96,477.96,19.83,19.83,19.83,2094.0,[984]
Tuesday,10.0,2023.0,402,2087,1191,Silver,3,Credit Card,955.92,955.92,1.14,1.14,1.14,2094.0,[1110]
Tuesday,10.0,2023.0,402,2095,1191,Silver,3,Credit Card,1963.16,1963.16,21.97,21.97,21.97,2094.0,[1794]
Tuesday,10.0,2023.0,403,2050,1191,Silver,0,Credit Card,560.34,560.34,24.93,24.93,24.93,2094.0,[647]
Tuesday,10.0,2023.0,403,2050,1191,Silver,1,Mobile Payment,504.31,504.31,0.77,0.77,0.77,2094.0,[997]
Tuesday,12.0,2020.0,401,2022,1001,Platinum,2,Cash,536.94,536.94,8.97,8.97,8.97,9490.0,[1557]
Tuesday,12.0,2020.0,401,2050,1001,Platinum,0,Mobile Payment,560.34,560.34,9.23,9.23,9.23,9490.0,[1902]
Tuesday,12.0,2020.0,401,2052,1001,Platinum,1,Cash,0.0,0.0,4.48,4.48,4.48,9490.0,[688]
Tuesday,12.0,2020.0,402,2070,1001,Platinum,3,Gift Card,102.54,102.54,2.33,2.33,2.33,9490.0,[400]
Tuesday,12.0,2020.0,402,2071,1001,Platinum,1,Gift Card,1660.93,1660.93,8.86,8.86,8.86,9490.0,[1563]
Tuesday,12.0,2020.0,403,2026,1001,Platinum,1,Mobile Payment,190.4,190.4,26.76,26.76,26.76,9490.0,[203]
Tuesday,12.0,2020.0,403,2050,1001,Platinum,3,Credit Card,0.0,0.0,19.02,19.02,19.02,9490.0,[538]
Tuesday,12.0,2020.0,403,2052,1001,Platinum,3,Credit Card,731.26,731.26,20.28,20.28,20.28,9490.0,[1661]
Tuesday,12.0,2020.0,403,2065,1001,Platinum,2,Mobile Payment,376.27,376.27,25.02,25.02,25.02,9490.0,[832]
Tuesday,12.0,2020.0,403,2070,1001,Platinum,1,Cash,61.52,61.52,12.17,12.17,12.17,9490.0,[1174]
Tuesday,12.0,2020.0,404,2039,1001,Platinum,2,Gift Card,2343.46,2343.46,3.56,3.56,3.56,9490.0,[523]
Tuesday,12.0,2021.0,401,2013,1179,Gold,1,Credit Card,1683.65,1683.65,18.03,18.03,18.03,5959.0,[929]
Tuesday,12.0,2021.0,401,2021,1179,Gold,3,Mobile Payment,835.41,835.41,12.85,12.85,12.85,5959.0,[503]
Tuesday,12.0,2021.0,401,2037,1179,Gold,3,Gift Card,1440.56,1440.56,22.94,22.94,22.94,5959.0,[125]
Tuesday,12.0,2021.0,402,2014,1179,Gold,3,Gift Card,738.9,738.9,0.76,0.76,0.76,5959.0,[174]
Tuesday,12.0,2021.0,402,2019,1179,Gold,0,Gift Card,1867.86,1867.86,18.65,18.65,18.65,5959.0,[879]
Tuesday,12.0,2021.0,403,2009,1179,Gold,0,Gift Card,66.31,66.31,7.3,7.3,7.3,5959.0,[992]
Tuesday,12.0,2021.0,403,2058,1179,Gold,2,Mobile Payment,1066.8,1066.8,3.58,3.58,3.58,5959.0,[36]
Tuesday,12.0,2021.0,403,2070,1179,Gold,1,Gift Card,61.52,61.52,19.05,19.05,19.05,5959.0,[943]
Tuesday,12.0,2021.0,404,2047,1179,Gold,0,Credit Card,669.96,669.96,1.45,1.45,1.45,5959.0,[694]
Tuesday,12.0,2021.0,404,2051,1179,Gold,1,Cash,211.18,211.18,28.9,28.9,28.9,5959.0,[1962]
Tuesday,12.0,2021.0,404,2070,1179,Gold,1,Gift Card,61.52,61.52,7.68,7.68,7.68,5959.0,[426]
Tuesday,12.0,2021.0,404,2075,1179,Gold,2,Credit Card,1873.54,1873.54,16.71,16.71,16.71,5959.0,[1448]
Tuesday,12.0,2021.0,404,2079,1179,Gold,0,Cash,2851.62,2851.62,7.13,7.13,7.13,5959.0,[797]
Tuesday,12.0,2021.0,404,2085,1179,Gold,0,Mobile Payment,242.15,242.15,1.09,1.09,1.09,5959.0,[1241]
Tuesday,12.0,2023.0,401,2046,1134,Silver,0,Mobile Payment,33.43,33.43,1.15,1.15,1.15,1516.0,[279]
Tuesday,12.0,2023.0,401,2046,1134,Silver,2,Credit Card,53.49,53.49,3.62,3.62,3.62,1516.0,[744]
Tuesday,12.0,2023.0,401,2061,1134,Silver,2,Credit Card,639.74,639.74,15.12,15.12,15.12,1516.0,[740]
Tuesday,12.0,2023.0,401,2080,1134,Silver,2,Gift Card,1331.62,1331.62,9.62,9.62,9.62,1516.0,[1887]
Tuesday,12.0,2023.0,402,2038,1134,Silver,0,Gift Card,926.51,926.51,0.44,0.44,0.44,1516.0,[1392]
Tuesday,12.0,2023.0,402,2052,1134,Silver,1,Gift Card,1316.27,1316.27,8.28,8.28,8.28,1516.0,[1366]
Tuesday,12.0,2023.0,402,2066,1134,Silver,2,Gift Card,1238.54,1238.54,26.08,26.08,26.08,1516.0,[235]
Tuesday,12.0,2023.0,403,2079,1134,Silver,0,Gift Card,950.54,950.54,25.7,25.7,25.7,1516.0,[1229]
Wednesday,1.0,2024.0,401,2028,1096,Bronze,3,Gift Card,2551.76,2551.76,21.01,21.01,21.01,661.0,[1578]
Wednesday,1.0,2024.0,401,2057,1096,Bronze,0,Credit Card,1310.94,1310.94,6.02,6.02,6.02,661.0,[613]
Wednesday,1.0,2024.0,401,2074,1096,Bronze,2,Cash,1055.2,1055.2,19.69,19.69,19.69,661.0,[1290]
Wednesday,1.0,2024.0,402,2049,1096,Bronze,0,Credit Card,939.84,939.84,11.52,11.52,11.52,661.0,[1057]
Wednesday,1.0,2024.0,402,2084,1096,Bronze,0,Cash,0.0,0.0,14.13,14.13,14.13,661.0,[1505]
Wednesday,1.0,2024.0,404,2009,1096,Bronze,3,Cash,198.93,198.93,23.41,23.41,23.41,661.0,[551]
Wednesday,1.0,2024.0,404,2070,1096,Bronze,0,Credit Card,136.72,136.72,12.67,12.67,12.67,661.0,[1345]
Wednesday,1.0,2024.0,404,2072,1096,Bronze,1,Mobile Payment,378.27,378.27,3.56,3.56,3.56,661.0,[1100]
Wednesday,2.0,2022.0,401,2000,1196,Gold,2,Credit Card,0.0,0.0,17.78,17.78,17.78,5919.0,[1378]
Wednesday,2.0,2022.0,401,2052,1196,Gold,1,Cash,2632.54,2632.54,28.31,28.31,28.31,5919.0,[327]
Wednesday,2.0,2022.0,402,2044,1196,Gold,0,Gift Card,207.58,207.58,14.15,14.15,14.15,5919.0,[1424]
Wednesday,2.0,2022.0,402,2062,1196,Gold,1,Gift Card,1114.85,1114.85,11.14,11.14,11.14,5919.0,[247]
Wednesday,2.0,2022.0,402,2075,1196,Gold,0,Cash,2341.92,2341.92,9.14,9.14,9.14,5919.0,[1022]
Wednesday,2.0,2022.0,402,2079,1196,Gold,3,Cash,2851.62,2851.62,11.36,11.36,11.36,5919.0,[250]
Wednesday,2.0,2022.0,402,2080,1196,Gold,0,Cash,832.26,832.26,1.27,1.27,1.27,5919.0,[1679]
Wednesday,2.0,2022.0,402,2091,1196,Gold,3,Cash,0.0,0.0,18.53,18.53,18.53,5919.0,[1194]
Wednesday,2.0,2022.0,403,2017,1196,Gold,2,Gift Card,370.96,370.96,26.32,26.32,26.32,5919.0,[204]
Wednesday,2.0,2022.0,403,2021,1196,Gold,1,Mobile Payment,751.87,751.87,12.31,12.31,12.31,5919.0,[1346]
Wednesday,2.0,2022.0,403,2031,1196,Gold,1,Credit Card,1526.31,1526.31,18.44,18.44,18.44,5919.0,[554]
Wednesday,2.0,2022.0,403,2055,1196,Gold,1,Mobile Payment,194.18,194.18,15.58,15.58,15.58,5919.0,[1173]
Wednesday,2.0,2022.0,403,2070,1196,Gold,2,Gift Card,27.34,27.34,19.52,19.52,19.52,5919.0,[1247]
Wednesday,2.0,2022.0,403,2081,1196,Gold,3,Gift Card,746.22,746.22,0.25,0.25,0.25,5919.0,[1240]
Wednesday,2.0,2022.0,404,2017,1196,Gold,2,Cash,741.92,741.92,27.46,27.46,27.46,5919.0,[441]
Wednesday,2.0,2022.0,404,2018,1196,Gold,2,Gift Card,433.81,433.81,5.9,5.9,5.9,5919.0,[1640]
Wednesday,2.0,2022.0,404,2036,1196,Gold,3,Cash,0.0,0.0,21.58,21.58,21.58,5919.0,[257]
Wednesday,2.0,2022.0,404,2082,1196,Gold,0,Mobile Payment,533.2,533.2,18.67,18.67,18.67,5919.0,[1809]
Wednesday,2.0,2023.0,402,2013,1172,Silver,2,Cash,2244.86,2244.86,15.65,15.65,15.65,1531.0,[1710]
Wednesday,2.0,2023.0,402,2016,1172,Silver,2,Mobile Payment,516.83,516.83,12.63,12.63,12.63,1531.0,[945]
Wednesday,2.0,2023.0,403,2004,1172,Silver,1,Gift Card,834.52,834.52,13.31,13.31,13.31,1531.0,[1089]
Wednesday,2.0,2023.0,403,2010,1172,Silver,3,Cash,0.0,0.0,14.03,14.03,14.03,1531.0,[197]
Wednesday,2.0,2023.0,403,2083,1172,Silver,3,Cash,2304.48,2304.48,2.72,2.72,2.72,1531.0,[1928]
Wednesday,2.0,2023.0,403,2095,1172,Silver,0,Gift Card,981.58,981.58,21.18,21.18,21.18,1531.0,[1107]
Wednesday,2.0,2023.0,403,2095,1172,Silver,3,Cash,2453.95,2453.95,26.11,26.11,26.11,1531.0,[140]
Wednesday,2.0,2023.0,404,2013,1172,Silver,0,Gift Card,1870.72,1870.72,17.19,17.19,17.19,1531.0,[1901]
Wednesday,2.0,2023.0,404,2014,1172,Silver,2,Cash,197.04,197.04,29.68,29.68,29.68,1531.0,[374]
Wednesday,2.0,2023.0,404,2061,1172,Silver,1,Cash,719.71,719.71,29.59,29.59,29.59,1531.0,[1046]
Wednesday,2.0,2023.0,404,2065,1172,Silver,3,Credit Card,2822.04,2822.04,15.51,15.51,15.51,1531.0,[1145]
Wednesday,3.0,2021.0,401,2050,1046,Gold,0,Cash,560.34,560.34,7.7,7.7,7.7,7374.0,[1896]
Wednesday,3.0,2021.0,402,2062,1046,Gold,2,Gift Card,1981.95,1981.95,27.72,27.72,27.72,7374.0,[25]
Wednesday,3.0,2021.0,403,2021,1046,Gold,1,Cash,2255.61,2255.61,12.06,12.06,12.06,7374.0,[1862]
Wednesday,3.0,2021.0,404,2004,1046,Gold,2,Mobile Payment,741.8,741.8,15.26,15.26,15.26,7374.0,[1856]
Wednesday,3.0,2021.0,404,2050,1046,Gold,1,Credit Card,336.2,336.2,2.32,2.32,2.32,7374.0,[1822]
Wednesday,3.0,2021.0,404,2074,1046,Gold,3,Mobile Payment,659.5,659.5,25.54,25.54,25.54,7374.0,[72]
Wednesday,3.0,2021.0,404,2078,1046,Gold,2,Cash,454.43,454.43,29.02,29.02,29.02,7374.0,[904]
Wednesday,3.0,2022.0,401,2017,1010,Gold,2,Gift Card,1112.88,1112.88,16.38,16.38,16.38,6675.0,[1644]
Wednesday,3.0,2022.0,401,2022,1033,Gold,1,Mobile Payment,604.06,604.06,14.53,14.53,14.53,4889.0,[1226]
Wednesday,3.0,2022.0,401,2025,1010,Gold,0,Credit Card,559.24,559.24,6.58,6.58,6.58,6675.0,[1697]
Wednesday,3.0,2022.0,401,2025,1033,Gold,2,Cash,671.09,671.09,15.09,15.09,15.09,4889.0,[1350]
